leader.1,controlfield.1,controlfield.2,controlfield.3,controlfield.4,datafield.1,datafield.2,datafield.3,datafield.4,datafield.5,datafield.6,datafield.7,datafield.8,datafield.9,datafield.10,datafield.11,datafield.12,datafield.13,datafield.14,datafield.15,datafield.16,datafield.17,datafield.18,datafield.19
00382nx  a22001211n 4500,22360088660001488,9992138591301488,1011252u    8   4001uueng0000000,20150508105004.0,"
      DIGI_0033_0504
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictaten 2015 mei 08
    ","
      Archives de l'Université catholique de Louvain
      Ms. C4
    ",,,,,,,,,,,,,
00383nx  a22001211n 4500,22360190520001488,9992139683501488,1011252u    8   4001uueng0000000,20150512155416.0,"
      DIGI_0033_0556
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictaten 2015 mei 12
    ","
      Archives de l'Université catholique de Louvain
      Ms. C56
    ",,,,,,,,,,,,,
00383nx  a22001211n 4500,22359866450001488,9992138104001488,1011252u    8   4001uueng0000000,20150504161135.0,"
      DIGI_0033_0534
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictaten 2015 mei 04
    ","
      Archives de l'Université catholique de Louvain
      Ms. C34
    ",,,,,,,,,,,,,
00384nx  a22001211n 4500,22359037720001488,9992135452901488,1011252u    8   4001uueng0000000,20150401115104.0,"
      DIGI_0033_0597
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictaten 2015 aril 01
    ","
      Archives de l'Université catholique de Louvain
      Ms. C97
    ",,,,,,,,,,,,,
00386nx  a22001211n 4500,22359399620001488,9992136798801488,1011252u    8   4001uueng0000000,20150415115025.0,"
      DIGI_0033_0679
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictaten 2015 april 15
    ","
      Archives de l'Université catholique de Louvain
      Ms. C179
    ",,,,,,,,,,,,,
00383nx  a22001211n 4500,22360431620001488,9992139924001488,1011252u    8   4001uueng0000000,20150521161055.0,"
      DIGI_0033_0572
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictaten 2015 mei 21
    ","
      Archives de l'Université catholique de Louvain
      Ms. C72
    ",,,,,,,,,,,,,
     nx  a22     1i 4500,22321450900001488,9985227450101488,1205242u    8   4001uulat0000000,,"
      BIBC
      BRES
      Ms. 1685
    ","
      201205
    ","
      Bandcover is bad condition ; front flap is missing
    ","
      UBKUL collegedictaten host BIBC niet Leuvens
    ","
      BIBC
      CaaCD19
    ",,,,,,,,,,,,,,
     nx  a22     1i 4500,22321415750001488,9985240440101488,1205302u    8   4001uulat0000000,,"
      BIBC
      BRES
      Ms. 1913
    ","
      201205
    ","
      Only fragments (titlepages, engravings, printed folia)
    ","
      UBKUL collegedictaten host BIBC niet Leuvens
    ",,,,,,,,,,,,,,,
00386nx  a22001211n 4500,22359296790001488,9992136083201488,1011252u    8   4001uueng0000000,20150410133341.0,"
      DIGI_0033_0660
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictaten 2015 april 10
    ","
      Archives de l'Université catholique de Louvain
      Ms. C160
    ",,,,,,,,,,,,,
00493nx  a22001571i 4500,22319526580001488,9988171070101488,20150303110916.0,1210112u    8   4001uulat0000000,"
      DIGI_0033_0154
    ","
      DIGI_0033_0154
    ","
      Vande Wiele, Marc (Brugge)
      Monographacq
      201210
    ","
      BIBC
      BRES
      Ms. 354
    ","
      UBKUL collegedictaten host BIBC aanwinst
    ","
      2013: restoration by Myriam van Herck (Heverlee), book restorator
    ","
      Cover in bad condition
    ","
      2012.10.05-06
    ",,,,,,,,,,,
00386nx  a22001211n 4500,22359284840001488,9992135943601488,20150409165019.0,1011252u    8   4001uueng0000000,"
      DIGI_0033_0655
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictaten 2015 april 09
    ","
      Archives de l'Université catholique de Louvain
      Ms. C155
    ",,,,,,,,,,,,,
00382nx  a22001211n 4500,22360164610001488,9992139602401488,1011252u    8   4001uueng0000000,20150511140634.0,"
      DIGI_0033_0547
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictaten 2015 mei 11
    ","
      Archives de l'Université catholique de Louvain
      Ms. C4
    ",,,,,,,,,,,,,
00385nx  a22001211n 4500,22358742780001488,9992134688101488,1011252u    8   4001uueng0000000,20150325105916.0,"
      DIGI_0033_0562
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictaten 2015 maart 25
    ","
      Archives de l'Université catholique de Louvain
      Ms. C62
    ",,,,,,,,,,,,,
00383nx  a22001211n 4500,22359987610001488,9992138492101488,1011252u    8   4001uueng0000000,20150505155940.0,"
      DIGI_0033_0540
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictaten 2015 mei 05
    ","
      Archives de l'Université catholique de Louvain
      Ms. C40
    ",,,,,,,,,,,,,
00383nx  a22001211n 4500,22360272800001488,9992140105701488,1011252u    8   4001uueng0000000,20150513163849.0,"
      DIGI_0033_0559
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictaten 2015 mei 13
    ","
      Archives de l'Université catholique de Louvain
      Ms. C59
    ",,,,,,,,,,,,,
00385nx  a22001211n 4500,22359679390001488,9992137274701488,1011252u    8   4001uueng0000000,20150427160830.0,"
      DIGI_0033_0532
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictaten 2015 april 27
    ","
      Archives de l'Université catholique de Louvain
      Ms. C32
    ",,,,,,,,,,,,,
00383nx  a22001211n 4500,22359909050001488,9992138495301488,1011252u    8   4001uueng0000000,20150505141845.0,"
      DIGI_0033_0539
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictaten 2015 mei 05
    ","
      Archives de l'Université catholique de Louvain
      Ms. C39
    ",,,,,,,,,,,,,
00383nx  a22001211n 4500,22360483770001488,9992140348301488,1011252u    8   4001uueng0000000,20150526162738.0,"
      DIGI_0033_0576
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictaten 2015 mei 26
    ","
      Archives de l'Université catholique de Louvain
      Ms. C76
    ",,,,,,,,,,,,,
00471nx  a22001211i 4500,22267051910001488,9992070040101488,1406232u    8   4001uulat0000000,20150217150024.0,"
      DIGI_0033_0158
    ","
      Godts
      Monographacq
      201406
    ","
      BIBC
      BRES
      Ms. 358
    ","
      UBKUL collegedictaten host BIBC aanwinst
    ","
      Cover in good condition with ""Falcon"" stamps on the back ; blanco f. (f. 131v-131r, 133v-139v, 143r-144v, 147r-148v, 151r-154v, 159r-160v, 166, 169, 195r-206v)
    ","
      2014.03.18
    ",,,,,,,,,,,,,
00376nx  a22001211i 4500,22322211830001488,9985275330101488,1206072u    8   4001uulat0000000,20150216115351.0,"
      DIGI_0033_0151
    ","
      The Romantic Agony, 2012, cat. 47, nr. 965
      Monographacq
      201206
    ","
      BIBC
      BRES
      Ms. 351
    ","
      UBKUL collegedictaten host BIBC aanwinst
    ","
      Bandcover is in bad condition
    ","
      20120402
    ",,,,,,,,,,,,,
00386nx  a22001211n 4500,22359440520001488,9992136783701488,1011252u    8   4001uueng0000000,20150416130048.0,"
      DIGI_0033_0685
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictaten 2015 april 16
    ","
      Archives de l'Université catholique de Louvain
      Ms. C185
    ",,,,,,,,,,,,,
     nx  a22     1i 4500,22267034260001488,9992066370101488,1406232u    8   4001uulat0000000,,"
      2014.03.18
    ","
      BIBC
      BRES
      Ms. 357
    ","
      Godts
      Monographacq
      201406
    ","
      Cover in good condition with ""Falcon"" stamps on the back
    ","
      UBKUL collegedictaten host BIBC aanwinst
    ",,,,,,,,,,,,,,
     nx  a22     1i 4500,22321517670001488,9985233050101488,1205252u    8   4001uulat0000000,,"
      BIBC
      BRES
      Ms. 1687
    ","
      201205
    ","
      UBKUL collegedictaten host BIBC niet Leuvens
    ","
      Mechelen, Seminarie archief
      Semin. Archief Mechl. Sect. 1.
      Ownership stamp
    ","
      Mechelen, Seminarie archief
      Ownership stamp
    ",,,,,,,,,,,,,,
     nx  a22     1i 4500,22322506220001488,9985449980101488,1207262u    8   4001uulat0000000,,"
      201207
    ","
      UBKUL collegedictaten host
    ","
      UBKUL collegedictaten host Berne Heeswijk
    ","
      Ex Cathedra project
    ","
      Abdij van Herne Heeswijk
      Ms. M5
    ","
      BIBC
      BRES
    ",,,,,,,,,,,,,
00386nx  a22001211n 4500,22359446760001488,9992136793201488,1011252u    8   4001uueng0000000,20150415145749.0,"
      DIGI_0033_0683
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictaten 2015 april 15
    ","
      Archives de l'Université catholique de Louvain
      Ms. C183
    ",,,,,,,,,,,,,
00386nx  a22001211n 4500,22359070730001488,9992136093101488,20150408163421.0,1011252u    8   4001uueng0000000,"
      DIGI_0033_0646
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictaten 2015 april 08
    ","
      Archives de l'Université catholique de Louvain
      Ms. C146
    ",,,,,,,,,,,,,
00383nx  a22001211n 4500,22360166710001488,9992139606101488,1011252u    8   4001uueng0000000,20150511110211.0,"
      DIGI_0033_0545
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictaten 2015 mei 11
    ","
      Archives de l'Université catholique de Louvain
      Ms. C45
    ",,,,,,,,,,,,,
00383nx  a22001211n 4500,22360419100001488,9992140588701488,1011252u    8   4001uueng0000000,20150526085447.0,"
      DIGI_0033_0575
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictaten 2015 mei 26
    ","
      Archives de l'Université catholique de Louvain
      Ms. C75
    ",,,,,,,,,,,,,
00385nx  a22001211n 4500,22359680970001488,9992137277301488,1011252u    8   4001uueng0000000,20150427131428.0,"
      DIGI_0033_0528
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictaten 2015 april 27
    ","
      Archives de l'Université catholique de Louvain
      Ms. C28
    ",,,,,,,,,,,,,
00387nx  a22001211n 4500,22358355610001488,9992133262401488,20150312144133.0,1011252u    8   4001uueng0000000,"
      DIGI_0033_0529
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictataten 2015 maart 12
    ","
      Archives de l'Université catholique de Louvain
      Ms. C29
    ",,,,,,,,,,,,,
00385nx  a22001211n 4500,22359687640001488,9992137290401488,1011252u    8   4001uueng0000000,20150424114229.0,"
      DIGI_0033_0514
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictaten 2015 april 24
    ","
      Archives de l'Université catholique de Louvain
      Ms. C14
    ",,,,,,,,,,,,,
00383nx  a22001211n 4500,22360364580001488,9992140188701488,1011252u    8   4001uueng0000000,20150518150056.0,"
      DIGI_0033_0564
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictaten 2015 mei 18
    ","
      Archives de l'Université catholique de Louvain
      Ms. C64
    ",,,,,,,,,,,,,
00359nx  a22001211n 4500,22359805760001488,9992137341201488,1011252u    8   4001uueng0000000,20150430113028.0,"
      DIGI_0033_0164
    ","
      Manuscriptacq
      201504
    ","
      BIBC
      BRES
      Ms. 364
    ","
      UBKUL collegedictaten 2015 KULeuven
    ","
      Fonds InBev Baillet Latour
    ","
      UBD metadata collegedictaten 2015 april 30
    ",,,,,,,,,,,,,
00385nx  a22001211n 4500,22358694400001488,9992134603301488,20150324141220.0,1011252u    8   4001uueng0000000,"
      DIGI_0033_0550
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictaten 2015 maart 24
    ","
      Archives de l'Université catholique de Louvain
      Ms. C50
    ",,,,,,,,,,,,,
00383nx  a22001211n 4500,22360359840001488,9992140181501488,1011252u    8   4001uueng0000000,20150519141804.0,"
      DIGI_0033_0570
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictaten 2015 mei 19
    ","
      Archives de l'Université catholique de Louvain
      Ms. C70
    ",,,,,,,,,,,,,
00383nx  a22001211n 4500,22360538680001488,9992140338901488,1011252u    8   4001uueng0000000,20150528112752.0,"
      DIGI_0033_0584
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictaten 2015 mei 28
    ","
      Archives de l'Université catholique de Louvain
      Ms. C84
    ",,,,,,,,,,,,,
00386nx  a22001211n 4500,22359055310001488,9992135904101488,20150402162722.0,1011252u    8   4001uueng0000000,"
      DIGI_0033_0603
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictaten 2015 april 02
    ","
      Archives de l'Université catholique de Louvain
      Ms. C103
    ",,,,,,,,,,,,,
00359nx  a22001211n 4500,22354618150001488,9992119909401488,1011252u    8   4001uueng0000000,20150428161826.0,"
      DIGI_0033_0163
    ","
      Manuscriptacq
      201504
    ","
      BIBC
      BRES
      Ms. 363
    ","
      UBKUL collegedictaten 2015 KULeuven
    ","
      Fonds InBev Baillet Latour
    ","
      UBD metadata collegedictaten 2015 april 28
    ",,,,,,,,,,,,,
00385nx  a22001211n 4500,22358541850001488,9992133557801488,1011252u    8   4001uueng0000000,20150318160030.0,"
      DIGI_0033_0531
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictaten 2015 maart 18
    ","
      Archives de l'Université catholique de Louvain
      Ms. C31
    ",,,,,,,,,,,,,
00385nx  a22001211n 4500,22358692530001488,9992134599601488,1011252u    8   4001uueng0000000,20150324162209.0,"
      DIGI_0033_0557
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictaten 2015 maart 24
    ","
      Archives de l'Université catholique de Louvain
      Ms. C57
    ",,,,,,,,,,,,,
00386nx  a22001211n 4500,22359294310001488,9992136076601488,1011252u    8   4001uueng0000000,20150413113052.0,"
      DIGI_0033_0664
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictaten 2015 april 13
    ","
      Archives de l'Université catholique de Louvain
      Ms. C164
    ",,,,,,,,,,,,,
     nx  a22     1i 4500,22321418100001488,9985223650101488,1205232u    8   4001uulat0000000,,"
      BIBC
      BRES
      Ms. 1646
    ","
      The Romantic Agony
      Manuscriptacq
      201205
    ","
      UBKUL collegedictaten host BIBC niet Leuvens
    ","
      2008.11.21-22
    ","
      Gelin, R.D.E.
      Ex libris R. D.-E. Gelin
      Ownership stamp
    ","
      Bruxelles, Couvent des Franciscains
      Couvent des Franciscains Bibliothèque Chant d'oiseau Bruxelles
      Ownership stamp
    ","
      Gelin, R.D.E.
      Ownership stamp
    ","
      Bruxelles, Couvent des Franciscains
      Ownership stamp
    ",,,,,,,,,,,
00384nx  a22001211n 4500,22359596920001488,9992137306701488,1011252u    8   4001uueng0000000,20150421113606.0,"
      DIGI_0033_0506
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictaten 2015 april 20
    ","
      Archives de l'Université catholique de Louvain
      Ms. C6
    ",,,,,,,,,,,,,
     nx  a22     1i 4500,22322500870001488,9985450340101488,1207262u    8   4001uulat0000000,,"
      201207
    ","
      UBKUL collegedictaten host
    ","
      UBKUL collegedictaten host Berne Heeswijk
    ","
      Ex Cathedra project
    ","
      Abdij van Herne Heeswijk
      Ms. F11
    ","
      BIBC
      BRES
    ",,,,,,,,,,,,,
00322nx  a22001331i 4500,22338895120001488,9989672710101488,1308122u    8   4001uulat0000000,20150209124536.0,"
      DIGI_0033_0112
    ","
      201208
    ","
      BIBC
      BRES
      Ms. 312
    ","
      UBKUL collegedictaten host
    ","
      BIBC
      CaaCD14
    ","
      BIBC
      C35
    ","
      Modern bandcover
    ",,,,,,,,,,,,
00383nx  a22001211n 4500,22360479410001488,9992140340101488,1011252u    8   4001uueng0000000,20150528094006.0,"
      DIGI_0033_0580
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictaten 2015 mei 28
    ","
      Archives de l'Université catholique de Louvain
      Ms. C80
    ",,,,,,,,,,,,,
     nx  a22     1i 4500,22321507190001488,9985231780101488,1205252u    8   4001uulat0000000,,"
      BIBC
      BRES
      Ms. 1912
    ","
      201205
    ","
      Titlepage only
    ","
      UBKUL collegedictaten host BIBC niet Leuvens
    ",,,,,,,,,,,,,,,
00386nx  a22001211n 4500,22358338810001488,9992133091401488,20150311110112.0,1011252u    8   4001uueng0000000,"
      DIGI_0033_0518
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictaten 2015 maart 11
    ","
      Archives de l'Université catholique de Louviain
      Ms. C18
    ",,,,,,,,,,,,,
00383nx  a22001211n 4500,22360087430001488,9992138589201488,1011252u    8   4001uueng0000000,20150508140607.0,"
      DIGI_0033_0542
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictaten 2015 mei 08
    ","
      Archives de l'Université catholique de Louvain
      Ms. C42
    ",,,,,,,,,,,,,
     nx  a22     1i 4500,22321477000001488,9985228280101488,1205242u    8   4001uulat0000000,,"
      BIBC
      BRES
      Ms. 1686
    ","
      201205
    ","
      Band cover is damaged
    ","
      UBKUL collegedictaten host BIBC niet Leuvens
    ","
      Noël, L.
      Ex libris L. Noël dd anno 1953
      Ownership stamp
    ","
      UCL. Institut supérieure de philosophie
      Université catholique de Louvain. Bibliothèque de l'Institut supérieure de philosophie
      Ownership stamp
    ","
      BIBC
      CaaCD Douai 2
    ","
      Noël, L.
      Ownership stamp
    ","
      UCL. Institut supérieure de philosophie
      Ownership stamp
    ",,,,,,,,,,
00385nx  a22001211n 4500,22359646190001488,9992137179101488,1011252u    8   4001uueng0000000,20150422161401.0,"
      DIGI_0033_0510
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictaten 2015 april 22
    ","
      Archives de l'Université catholique de Louvain
      Ms. C10
    ",,,,,,,,,,,,,
00386nx  a22001211n 4500,22359071390001488,9992136094301488,20150408125003.0,1011252u    8   4001uueng0000000,"
      DIGI_0033_0645
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictaten 2015 april 08
    ","
      Archives de l'Université catholique de Louvain
      Ms. C145
    ",,,,,,,,,,,,,
00383nx  a22001211n 4500,22360006980001488,9992138481501488,1011252u    8   4001uueng0000000,20150506125119.0,"
      DIGI_0033_0541
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictaten 2015 mei 06
    ","
      Archives de l'Université catholique de Louvain
      Ms. C41
    ",,,,,,,,,,,,,
00385nx  a22001211n 4500,22358797260001488,9992134347801488,1011252u    8   4001uueng0000000,20150326150005.0,"
      DIGI_0033_0586
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictaten 2015 maart 26
    ","
      Archives de l'Université catholique de Louvain
      Ms. C86
    ",,,,,,,,,,,,,
00383nx  a22001211n 4500,22360360730001488,9992140182701488,1011252u    8   4001uueng0000000,20150519114005.0,"
      DIGI_0033_0568
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictaten 2015 mei 19
    ","
      Archives de l'Université catholique de Louvain
      Ms. C68
    ",,,,,,,,,,,,,
00386nx  a22001211n 4500,22359397270001488,9992136545901488,1011252u    8   4001uueng0000000,20150414141254.0,"
      DIGI_0033_0674
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictaten 2015 april 11
    ","
      Archives de l'Université catholique de Louvain
      Ms. C174
    ",,,,,,,,,,,,,
00345nx  a22001211i 4500,22336990460001488,9991877070101488,1406102u    8   4001uulat0000000,20150217162113.0,"
      DIGI_0033_0161
    ","
      The Romantic Agony
      Monographacq
      201406
    ","
      BIBC
      BRES
      Ms. 361
    ","
      UBKUL collegedictaten host BIBC aanwinst
    ","
      Cover in good condition
    ","
      2014.05
    ",,,,,,,,,,,,,
00383nx  a22001211n 4500,22360274260001488,9992140106801488,1011252u    8   4001uueng0000000,20150513142405.0,"
      DIGI_0033_0558
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictaten 2015 mei 13
    ","
      Archives de l'Université catholique de Louvain
      Ms. C58
    ",,,,,,,,,,,,,
00386nx  a22001211n 4500,22359297330001488,9992136085301488,1011252u    8   4001uueng0000000,20150410104943.0,"
      DIGI_0033_0659
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictaten 2015 april 10
    ","
      Archives de l'Université catholique de Louvain
      Ms. C159
    ",,,,,,,,,,,,,
00454nx  a22001331i 4500,22319525100001488,9988171170101488,1210112u    8   4001uulat0000000,20150216155854.0,"
      DIGI_0033_0153
    ","
      Vande Wiele, Marc (Brugge)
      Monographacq
      201210
    ","
      BIBC
      BRES
      Ms. 353
    ","
      UBKUL collegedictaten host BIBC aanwinst
    ","
      2013: restoration by Myriam van Herck (Heverlee), book restorator
    ","
      Cover in bad condition. Water damage
    ","
      2012.10.05-06
    ",,,,,,,,,,,,
00383nx  a22001211n 4500,22360192170001488,9992139685401488,1011252u    8   4001uueng0000000,20150512141241.0,"
      DIGI_0033_0555
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictaten 2015 mei 12
    ","
      Archives de l'Université catholique de Louvain
      Ms. C55
    ",,,,,,,,,,,,,
00391nx  a22001211n 4500,22359035140001488,9992135447901488,1011252u    8   4001uueng0000000,20150401155227.0,"
      DIGI_0033_0600
    ","
      BIBC
      BRES
      UCL
    ","
      UBKUL collegedictaten 2015 UCL
    ","
      Fonds InBev-Baillet Latour
    ","
      UBD metadata collegedictaten 2015 maartapril 01
    ","
      Archives de l'Université catholique de Louvain
      Ms. C100
    ",,,,,,,,,,,,,
